id,Name,SMILES,Neutral_Energy_Hatree,Oxidation_Energy_Hatree,Reduction_Energy_Hatree,HOMO_eV,LUMO_eV,Inner_energy_correction_Hatree,Thermal_correction_to_Enthalpy_Hatree,Thermal_correction_to_Gibbs_Free_Energy_Hatree,Entropy_Hatree,Dipole_Debye,Gibbs_Free_Energy_Hatree,Enthalpy_Hatree,HOMO_LUMO_Gap_eV,Oxidation_Potential_V,Reduction_Potential_V,Redox_Window_V,Monomer_Type,IP_Hatree,EA_Hatree,Mulliken_Electronegativity_Hatree,Chemical_Potential_Hatree,Hardness_Hatree,Softness_Hatree,Electrophilicity_Index_Hatree,Corrected_Redox_Window_V,Acetone_Gibbs_Free_Energy_Hatree,Acetone_Solvation_Free_Energy_kJ_per_mol,Chloroform_Gibbs_Free_Energy_Hatree,Chloroform_Solvation_Free_Energy_kJ_per_mol,DMF_Gibbs_Free_Energy_Hatree,DMF_Solvation_Free_Energy_kJ_per_mol,DMSO_Gibbs_Free_Energy_Hatree,DMSO_Solvation_Free_Energy_kJ_per_mol,Hexane_Gibbs_Free_Energy_Hatree,Hexane_Solvation_Free_Energy_kJ_per_mol,Water_Gibbs_Free_Energy_Hatree,Water_Solvation_Free_Energy_kJ_per_mol,THF_Gibbs_Free_Energy_Hatree,THF_Solvation_Free_Energy_kJ_per_mol,Software,Source,Theory_Level
15569,OMG_monomer_6462,Cc1c(N)ccc(N)c1C(=O)O,-570.8774937,-570.6178797,-570.8540382,-7.3408,0.8447,0.18791549,0.00094421,0.14071675,0.04814296,2.025196747,-570.736777,-570.688634,8.1855,2.621501138,-5.077989837,7.699490975,Diamine,0.259614012,-0.023455509,0.118079252,-0.118079252,0.283069521,3.532701069,0.024627713,2.617703866,-570.7605803,-62.49567272,-570.7582656,-56.41839067,-570.7593701,-59.31839344,-570.7578021,-55.20142127,-570.7521264,-40.29994431,-570.7567539,-52.44933576,-570.7583004,-56.50972259,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15570,OMG_monomer_6464,Nc1cc(C(=O)O)c(N)c(C(F)(F)F)c1,-868.7068966,-868.4311478,-868.7032571,-7.7655,0.3107,0.16672959,0.00094421,0.11428383,0.05338996,0.703495217,-868.5926128,-868.5392228,8.0762,3.060368842,-4.538996409,7.599365251,Diamine,0.275748854,-0.003639574,0.13605464,-0.13605464,0.279388428,3.579246306,0.033127473,2.936399476,-868.6154059,-59.84317115,-868.6130592,-53.68199034,-868.6139745,-56.08509905,-868.6123553,-51.8340342,-868.6069329,-37.59741348,-868.6115603,-49.74654517,-868.6130053,-53.54041502,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15571,OMG_monomer_6467,Nc1nc(C(=O)O)c(N)nc1C(=O)O,-752.2931836,-752.0078324,-752.3239551,-8.01,-0.6086,0.15166725,0.00094421,0.10110758,0.05150388,1.044265537,-752.192076,-752.1405721,7.4014,3.321551567,-3.60301548,6.924567048,Dicarboxylic acid,0.285351161,0.03077149,0.158061325,-0.158061325,0.254579671,3.928043416,0.049067906,1.459179226,-752.2246205,-85.44559433,-752.2202181,-73.88707835,-752.2239916,-83.79440883,-752.2228657,-80.83817878,-752.2118386,-51.88671118,-752.2283814,-95.31984663,-752.2215383,-77.35317,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15572,OMG_monomer_6469,NC(CCSSCCC(N)C(=O)O)C(=O)O,-1521.322057,-1521.001453,-1521.303438,-9.0257,0.7446,0.27607843,0.00094421,0.21292328,0.06409936,5.855417172,-1521.109134,-1521.045035,9.7703,4.280440703,-4.946429317,9.22687002,Dicarboxylic acid,0.320604438,-0.018618725,0.150992856,-0.150992856,0.339223162,2.947911908,0.03360449,3.855253179,-1521.145079,-94.37317665,-1521.13988,-80.72303001,-1521.144407,-92.61055455,-1521.14294,-88.75685712,-1521.130504,-56.10814246,-1521.144606,-93.13237214,-1521.141548,-85.10454351,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15573,OMG_monomer_6470,Nc1ccc(CC(N)C(=O)O)cc1,-610.174547,-609.88976,-610.1201873,-8.0348,1.6792,0.21814487,0.00094421,0.16769705,0.05139203,2.921573241,-610.00685,-609.9554579,9.714,3.306207814,-5.918582954,9.224790769,Diamine,0.284787052,-0.054359667,0.115213692,-0.115213692,0.339146719,2.948576362,0.019569989,4.444412427,-610.0346309,-72.93890181,-610.0318405,-65.61278735,-610.0332524,-69.31957699,-610.0315197,-64.77042448,-610.0243,-45.81507476,-610.0318893,-65.74068753,-610.0318505,-65.63892794,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15574,OMG_monomer_6471,NCc1ccccc1CC(N)C(=O)O,-649.4689719,-649.1478426,-649.4231764,-9.0212,1.4678,0.24869591,0.00094421,0.19532428,0.05431583,2.315325761,-649.2736476,-649.2193318,10.489,4.294715729,-5.685635793,9.980351522,Diamine,0.321129255,-0.045795434,0.137666911,-0.137666911,0.366924688,2.725354908,0.025825706,5.493104055,-649.3020832,-74.65766238,-649.2995639,-68.04320504,-649.3005025,-70.5075538,-649.2986448,-65.63025323,-649.2915479,-46.99712699,-649.3007692,-71.20767609,-649.2991546,-66.96856716,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15575,OMG_monomer_6473,Nc1cc(F)c(S(N)(=O)=O)cc1C(=O)O,-1179.502392,-1179.189493,-1179.495601,-8.8485,0.4108,0.1649999,0.00094421,0.1109025,0.05504161,6.446435187,-1179.391489,-1179.336448,9.2593,4.070856348,-4.624714337,8.695570685,Diamine,0.31289913,-0.006790968,0.153054081,-0.153054081,0.319690099,3.128029313,0.036637906,3.977782466,-1179.424103,-85.62656844,-1179.4182,-70.13052992,-1179.423706,-84.58540751,-1179.42249,-81.39285423,-1179.410039,-48.7025984,-1179.424217,-85.92585013,-1179.420909,-77.24238473,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15576,OMG_monomer_6474,Cc1c(N)cc(S(=O)(=O)O)cc1N,-1006.173244,-1005.880011,-1006.145747,-8.3036,1.0162,0.18961006,0.00094421,0.1379387,0.05261557,6.100319878,-1006.035305,-1005.98269,9.3198,3.53593534,-5.187927199,8.723862539,Diamine,0.293232917,-0.027497323,0.132867797,-0.132867797,0.32073024,3.117884983,0.027521339,3.857854734,-1006.06829,-86.60137928,-1006.063237,-73.33367715,-1006.067716,-85.09330658,-1006.066389,-81.61053875,-1006.054568,-50.57520649,-1006.067331,-84.08467543,-1006.065122,-78.28362222,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15577,OMG_monomer_6475,Nc1ccc(S(N)(=O)=O)cc1C(=O)O,-1080.23673,-1079.930554,-1080.232424,-8.6691,0.3325,0.17227287,0.00094421,0.1193393,0.05387778,6.350994133,-1080.11739,-1080.063512,9.0016,3.887974231,-4.557124022,8.445098253,Diamine,0.306175523,-0.00430603,0.150934746,-0.150934746,0.310481553,3.220803262,0.036687039,3.538074346,-1080.149803,-85.10098056,-1080.144143,-70.23851371,-1080.149431,-84.12267424,-1080.148207,-80.9102964,-1080.136067,-49.03641933,-1080.150382,-86.62016405,-1080.146711,-76.98165686,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15578,OMG_monomer_6476,Nc1cc(C(=O)O)c(N)cc1F,-630.8464749,-630.5769534,-630.8255938,-7.5634,0.7385,0.15123372,0.00094421,0.10489105,0.04728688,1.631717958,-630.7415839,-630.694297,8.3019,2.890987198,-5.007967965,7.898955163,Diamine,0.269521588,-0.020881175,0.124320207,-0.124320207,0.290402763,3.443493404,0.02661048,3.021869477,-630.7639225,-58.65004897,-630.7615026,-52.29660568,-630.7627832,-55.65867506,-630.7613506,-51.89744492,-630.7557723,-37.25174122,-630.7610171,-51.02178705,-630.7617382,-52.91518307,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15579,OMG_monomer_6478,Nc1cc(F)cc(C(=O)O)c1N,-630.843211,-630.5589228,-630.8293476,-7.9991,0.5373,0.15168456,0.00094421,0.10589291,0.04673585,4.687241014,-630.7373181,-630.6905822,8.5364,3.292638708,-4.817085328,8.109724036,Diamine,0.284288188,-0.013863431,0.135212378,-0.135212378,0.298151619,3.353998222,0.030659547,3.110800258,-630.7602313,-60.15853676,-630.7577155,-53.55330581,-630.7590723,-57.11575357,-630.7576508,-53.38358671,-630.7516438,-37.61220423,-630.757259,-52.3548438,-630.7579109,-54.06651411,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15580,OMG_monomer_6480,COc1c(N)cc(C(=O)O)cc1N,-646.1081856,-645.8244988,-646.0833693,-8.02,0.9017,0.19372265,0.00094421,0.14354249,0.05112438,3.202809635,-645.9646431,-645.9135187,8.9217,3.276281321,-5.115001485,8.391282806,Diamine,0.283686813,-0.024816231,0.129435291,-0.129435291,0.308503044,3.241459099,0.027152884,3.072710285,-645.9889588,-63.84087926,-645.9859143,-55.84759221,-645.9878156,-60.83936522,-645.9862614,-56.75881404,-645.9797098,-39.55763915,-645.9861844,-56.55677208,-645.9865515,-57.52061487,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15581,OMG_monomer_6481,NNC(=O)c1cc(C(=O)NN)cc(S(=O)(=O)O)c1,-1304.234735,-1303.87488,-1304.25192,-10.1205,-0.1616,0.22118217,0.00094421,0.15852046,0.06360592,2.753617754,-1304.076214,-1304.012608,9.9589,5.348035392,-3.97256121,9.320596602,Diamine,0.359854242,0.01718525,0.188519746,-0.188519746,0.342668993,2.918268128,0.051857179,4.242698099,-1304.122303,,-1304.11283,,-1304.12237,,-1304.121145,,-1304.100712,-64.32009204,-1304.124823,,-1304.117728,,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15582,OMG_monomer_6482,Nc1cc(N)c(C(=O)O)cc1C(=O)O,-720.2114957,-719.9195429,-720.1871565,-8.2749,0.9394,0.17626354,0.00094421,0.12485145,0.0523563,4.43553668,-720.0866442,-720.0342879,9.2143,3.501115371,-5.102023845,8.603139216,Dicarboxylic acid,0.291952771,-0.024339112,0.13380683,-0.13380683,0.316291883,3.161636621,0.028303394,3.62547856,-720.1139864,-71.78689431,-720.1103865,-62.33544669,-720.1131968,-69.71376889,-720.1118923,-66.28882603,-720.1035512,-44.38920939,-720.1138194,-71.3484569,-720.1113796,-64.94287647,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15583,OMG_monomer_6487,Nc1ccc(Oc2cc(Oc3ccc(N)cc3)cc(C(=O)O)c2)cc1,-1144.128815,-1143.846811,-1144.116352,-8.0402,0.6643,0.33859823,0.00094421,0.26774091,0.07180153,1.323484024,-1143.861075,-1143.789273,8.7045,3.230525404,-4.77900354,8.009528944,Diamine,0.28200461,-0.012463365,0.134770623,-0.134770623,0.294467976,3.395955017,0.03084057,2.962771246,-1143.902721,,-1143.899311,,-1143.900379,,-1143.89703,-94.40050037,-1143.890419,,-1143.890857,-78.19340743,-1143.899395,,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15584,OMG_monomer_6488,NCC(CN)C(=O)O,-418.4171893,-418.0713423,-418.3384763,-9.4163,1.9222,0.1633591,0.00094421,0.12015722,0.04414609,1.811150054,-418.2970321,-418.252886,11.3385,4.967039174,-6.580995778,11.54803495,Diamine,0.345847028,-0.07871308,0.133566974,-0.133566974,0.424560109,2.355379085,0.021010142,5.995567606,-418.3214746,-64.17371022,-418.3178935,-54.77153753,-418.3207846,-62.36210661,-418.3198957,-60.02843342,-418.3100196,-34.09870047,-418.3247129,-72.67594183,-418.3185875,-56.59354489,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15585,OMG_monomer_6490,NCCCC(N)C(=O)O,-457.7221286,-457.3781743,-457.6491673,-9.3671,1.9002,0.19291158,0.00094421,0.14704616,0.04680962,1.376412692,-457.5750824,-457.5282728,11.2673,4.915555871,-6.42454727,11.34010314,Diamine,0.34395426,-0.072961297,0.135496482,-0.135496482,0.416915557,2.39856725,0.022018004,6.334185115,-457.5991922,-63.30010962,-457.5959314,-54.73899488,-457.5983335,-61.045566,-457.5972518,-58.20568781,-457.5884069,-34.9833782,-457.6014144,-69.13451227,-457.5964021,-55.97481168,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15586,OMG_monomer_6491,NCC(N)C(=O)O,-379.1139895,-378.7706017,-379.0413694,-9.3663,1.8142,0.13321458,0.00094421,0.09293753,0.04122126,3.209342996,-379.021052,-378.9798307,11.1805,4.900148697,-6.415266958,11.31541566,Diamine,0.34338782,-0.072620109,0.135383856,-0.135383856,0.416007928,2.40380034,0.022029374,6.075793539,-379.0428968,-57.35355591,-379.0394216,-48.22933191,-379.0423313,-55.86869369,-379.041588,-53.91735629,-379.0323225,-29.59074997,-379.0467653,-67.51034361,-379.040252,-50.40947716,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15587,OMG_monomer_6493,NCCCCC(N)C(=O)O,-497.0261129,-496.6838363,-496.9528298,-9.3352,1.9179,0.22281033,0.00094421,0.17418632,0.04956822,2.624255918,-496.8519265,-496.8023583,11.2531,4.869923285,-6.433299237,11.30322252,Diamine,0.342276591,-0.07328306,0.134496766,-0.134496766,0.415559652,2.406393393,0.021765082,6.35992895,-496.8768766,-65.50628286,-496.8737069,-57.18434346,-496.8758908,-62.91823132,-496.8746454,-59.64836342,-496.8660721,-37.1390801,-496.8781612,-68.87899853,-496.8740282,-58.02780221,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15588,OMG_monomer_6495,Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2c1N,-1744.40353,-1744.125165,-1744.429797,-7.9829,-0.3712,0.22880475,0.00094421,0.16429172,0.06545725,4.67066189,-1744.239239,-1744.173781,7.6117,3.131522797,-3.725552834,6.857075631,Diamine,0.278364809,0.02626644,0.152315624,-0.152315624,0.252098369,3.966705556,0.046013882,1.922233521,-1744.285611,,-1744.277875,,-1744.285438,,-1744.284023,,-1744.266564,,-1744.287515,,-1744.281426,,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15589,OMG_monomer_6496,Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,-1899.212729,-1898.947432,-1899.221102,-7.6018,0.1389,0.30068744,0.00094421,0.22816427,0.07346739,5.375556683,-1898.984565,-1898.911098,7.7407,2.776101334,-4.212265526,6.98836686,Diamine,0.265297843,0.008372591,0.136835217,-0.136835217,0.256925252,3.892182615,0.036438374,2.091020364,-1899.036905,,-1899.029424,,-1899.035921,,-1899.03369,,-1899.016552,,-1899.035528,,-1899.032129,,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15590,OMG_monomer_6498,Nc1nc(N)c(C(=O)O)nc1Cl,-1023.300995,-1023.006416,-1023.295827,-8.313,0.4032,0.12608457,0.00094421,0.0783115,0.04871729,3.376329245,-1023.222684,-1023.173967,8.7162,3.572553334,-4.580564755,8.153118089,Diamine,0.294579167,-0.005167822,0.144705672,-0.144705672,0.299746989,3.336146944,0.034929011,2.687730268,-1023.248848,-68.69340337,-1023.245886,-60.91856696,-1023.248075,-66.66547056,-1023.246751,-63.18890553,-1023.239604,-44.42468651,-1023.248992,-69.07139156,-1023.246586,-62.75428733,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15591,OMG_monomer_6500,CC(N)C(N)C(=O)O,-418.4235603,-418.0810768,-418.3452614,-9.382,2.1018,0.16258298,0.00094421,0.12032263,0.04320456,1.421178578,-418.3032376,-418.2600331,11.4838,4.875549239,-6.569728078,11.44527732,Diamine,0.342483428,-0.078298826,0.132092301,-0.132092301,0.420782254,2.376526077,0.02073326,6.178212269,-418.3224769,-50.51263003,-418.3199104,-43.77443981,-418.3216144,-48.2482007,-418.3206588,-45.73934863,-418.3138717,-27.91980859,-418.3239361,-54.34389684,-418.3201738,-44.46579696,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15592,OMG_monomer_6501,NC(Cc1cccc(CC(N)C(=O)O)c1)C(=O)O,-877.3942746,-877.069406,-877.3548604,-9.1834,1.3286,0.29580413,0.00094421,0.23365354,0.0630948,1.351694872,-877.1606211,-877.0975263,10.512,4.396426694,-5.512067264,9.908493958,Dicarboxylic acid,0.324868628,-0.039414238,0.142727195,-0.142727195,0.364282866,2.745119502,0.027960486,5.305749856,-877.1975242,-96.88911126,-877.193393,-86.04266954,-877.1961538,-93.29106403,-877.1942737,-88.35498257,-877.1832237,-59.3430382,-877.197701,-97.35335562,-877.1937616,-87.01048219,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15593,OMG_monomer_6502,NC(CC(N)C(=O)O)C(=O)O,-607.0333547,-606.6818392,-606.9658219,-9.637,1.7447,0.18072517,0.00094421,0.1316899,0.04997948,3.553595921,-606.9016648,-606.8516854,11.3817,5.121223802,-6.276893141,11.39811694,Dicarboxylic acid,0.351515581,-0.067532836,0.141991372,-0.141991372,0.419048417,2.386359092,0.024056349,6.026500103,-606.9307168,-76.27605718,-606.9260739,-64.08598373,-606.9302676,-75.09656147,-606.9294831,-73.03678432,-606.917114,-40.56185596,-606.9362986,-90.93089677,-606.9273994,-67.56607114,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15594,OMG_monomer_6503,N=C(N)SCCCC(N)C(=O)O,-949.3793427,-949.0586318,-949.3137871,-8.9195,1.7359,0.2195148,0.00094421,0.16623078,0.05422823,4.76121382,-949.2131119,-949.1588837,10.6554,4.283334789,-6.223111526,10.50644632,Diamine,0.320710838,-0.065555571,0.127577634,-0.127577634,0.386266409,2.588886783,0.021068429,5.310471011,-949.246629,-87.99908305,-949.2418215,-75.37697672,-949.2456753,-85.49521549,-949.2443543,-82.02693156,-949.2309026,-46.70960599,-949.2481824,-92.07759517,-949.2426283,-77.49531025,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15595,OMG_monomer_6504,Nc1cc(Br)cc(C(=O)O)c1N,-3104.996571,-3104.712695,-3104.987108,-8.0423,0.4897,0.15045594,0.00094421,0.10211194,0.04928821,4.975793918,-3104.894459,-3104.845171,8.532,3.281436114,-4.697412036,7.97884815,Diamine,0.283876328,-0.009463678,0.137206325,-0.137206325,0.293340006,3.409013367,0.032088319,2.85245674,-3104.91904,-64.53564964,-3104.916913,-58.9530627,-3104.917922,-61.60119437,-3104.916363,-57.50831181,-3104.910932,-43.24995391,-3104.915308,-54.73925504,-3104.916863,-58.81966585,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15596,OMG_monomer_6505,NC(N)=Nc1ccc(C(=O)O)cc1,-625.0512744,-624.7536925,-625.0300478,-8.4791,0.7901,0.18309297,0.00094421,0.13428519,0.04975198,5.439992427,-624.9169892,-624.8672372,9.2692,3.654227069,-5.017363834,8.671590903,Diamine,0.297581878,-0.021226612,0.138177633,-0.138177633,0.318808489,3.136679336,0.029944401,3.713003734,-624.9500957,-86.92106256,-624.9463597,-77.1122255,-624.9493131,-84.8662924,-624.9476108,-80.39695152,-624.9388284,-57.33883592,-624.9451397,-73.90897551,-624.9475058,-80.12114881,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15597,OMG_monomer_6506,NC(C(=O)O)C(N)C(=O)O,-567.7332847,-567.3842665,-567.6614089,-9.5751,1.8863,0.15114674,0.00094421,0.10498441,0.04710655,3.010270014,-567.6283003,-567.5811938,11.4614,5.053296596,-6.395021908,11.4483185,Dicarboxylic acid,0.349018257,-0.071875805,0.138571226,-0.138571226,0.420894063,2.375894765,0.022810947,6.061083817,-567.6547079,-69.33301593,-567.6501064,-57.25174833,-567.6545075,-68.80682609,-567.6539044,-67.22353266,-567.6422965,-36.74689751,-567.6598126,-82.73543647,-567.6518167,-61.74216753,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15598,OMG_monomer_6508,Cc1ccc(N)c(N)c1C(=O)O,-570.8827782,-570.6119267,-570.8608255,-7.684,0.7982,0.1884431,0.00094421,0.14157175,0.04781557,1.775474149,-570.7412065,-570.6933909,8.4822,2.927160816,-5.037113668,7.964274484,Diamine,0.270851501,-0.021952708,0.124449396,-0.124449396,0.292804209,3.415251453,0.026447113,2.856215554,-570.7616527,-53.68151198,-570.7600311,-49.42407259,-570.7603183,-50.17824159,-570.7586978,-45.92359136,-570.7549813,-36.16589328,-570.7573018,-42.25833425,-570.7597204,-48.60836441,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15599,OMG_monomer_6509,Cc1ccc(N)c(C(=O)O)c1N,-570.8885952,-570.6286599,-570.858807,-7.3968,1.0107,0.18767029,0.00094421,0.14033379,0.04828071,1.595305139,-570.7482615,-570.6999807,8.4075,2.630240168,-5.250240492,7.88048066,Diamine,0.2599353,-0.029788253,0.115073523,-0.115073523,0.289723554,3.451566113,0.022852674,2.650304211,-570.7688288,-53.99962541,-570.7672116,-49.75355038,-570.7674961,-50.50063557,-570.7658864,-46.27437692,-570.762215,-36.63493952,-570.7648742,-43.6166727,-570.7668906,-48.91095397,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15600,OMG_monomer_6511,Cc1c(C(=O)O)ccc(N)c1N,-570.8802055,-570.6003848,-570.8463931,-7.9263,1.1316,0.18832353,0.00094421,0.14080362,0.04846412,3.904256698,-570.7394019,-570.6909378,9.0579,3.171124535,-5.359699427,8.530823961,Diamine,0.279820755,-0.033812479,0.123004138,-0.123004138,0.313633234,3.188437614,0.024120559,3.287038103,-570.7645717,-66.08313982,-570.7618587,-58.96033596,-570.7634233,-63.06824733,-570.7618752,-59.00354868,-570.755298,-41.73522251,-570.761238,-57.3307286,-570.7621385,-59.69481172,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15601,OMG_monomer_6512,COc1ccc(C(=O)O)c(N)c1N,-646.1109133,-645.8370951,-646.0794657,-7.795,1.0762,0.19431669,0.00094421,0.14491963,0.05034127,3.191151395,-645.9659937,-645.9156524,8.8712,3.00785482,-5.295375745,8.303230565,Diamine,0.273818192,-0.031447638,0.121185277,-0.121185277,0.30526583,3.275833399,0.024054234,2.904314797,-645.9884788,-59.03481673,-645.9859573,-52.41461535,-645.9872579,-55.82937607,-645.9856812,-51.68961632,-645.9805136,-38.12197463,-645.9852226,-50.48553073,-645.9863054,-53.32860454,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15602,OMG_monomer_6514,COc1ccc(N)c(C(=O)O)c1N,-646.1089979,-645.8592457,-646.0794711,-7.1266,1.0133,0.19351848,0.00094421,0.14370074,0.05076195,2.006510862,-645.9652972,-645.9145352,8.1399,2.353258932,-5.243129058,7.59638799,Diamine,0.249752167,-0.029526804,0.110112682,-0.110112682,0.27927897,3.580649124,0.021707332,2.197472222,-645.9861247,-54.68267873,-645.9840367,-49.20054882,-645.9848057,-51.21954187,-645.9832039,-47.01409292,-645.9790756,-36.17529855,-645.9827378,-45.79041654,-645.9840904,-49.34159506,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15603,OMG_monomer_6515,Nc1cc(Br)c(CC(=O)O)cc1N,-3144.298776,-3144.020515,-3144.249924,-7.9102,1.6037,0.17975267,0.00094421,0.12801978,0.05267711,4.918262523,-3144.170756,-3144.118079,9.5139,3.128689641,-5.768774298,8.897463938,Diamine,0.278260649,-0.048851996,0.114704326,-0.114704326,0.327112645,3.057050884,0.020110935,3.663098475,-3144.201883,-81.72359123,-3144.198487,-72.80798539,-3144.200873,-79.07093362,-3144.199233,-74.76737303,-3144.190664,-52.26961255,-3144.197638,-70.57823427,-3144.199109,-74.44023602,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15604,OMG_monomer_6516,Nc1ccc(C(=O)O)c(Br)c1N,-3104.990998,-3104.702418,-3104.969633,-8.1926,0.8311,0.15018839,0.00094421,0.10184486,0.04928774,3.879610112,-3104.889153,-3104.839865,9.0237,3.409360658,-5.021120677,8.430481335,Diamine,0.288579436,-0.021364731,0.133607353,-0.133607353,0.309944167,3.226387548,0.028797001,3.229365727,-3104.91387,-64.89523703,-3104.911449,-58.53919483,-3104.91284,-62.19019386,-3104.911313,-58.1809011,-3104.905553,-43.05793687,-3104.910116,-55.03949619,-3104.911707,-59.21707435,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15605,OMG_monomer_6517,Nc1ccc(C(=O)O)c(N)c1Br,-3105.004284,-3104.717034,-3104.976951,-8.149,0.9836,0.14989319,0.00094421,0.1010081,0.0498293,2.748765555,-3104.903276,-3104.853446,9.1326,3.373195356,-5.183448293,8.556643649,Diamine,0.287249829,-0.027332658,0.129958586,-0.129958586,0.314582487,3.178816498,0.026843888,3.409059211,-3104.925329,-57.90072549,-3104.923693,-53.60601578,-3104.924148,-54.79866384,-3104.922598,-50.73138439,-3104.918557,-40.12065736,-3104.92229,-49.92230864,-3104.923414,-52.871663,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15606,OMG_monomer_6520,Nc1c(Cl)ccc(C(=O)O)c1N,-991.1796427,-990.8918852,-991.1658542,-8.1538,0.5825,0.15089348,0.00094421,0.10418021,0.04765749,3.288214586,-991.0754624,-991.027805,8.7363,3.387001536,-4.815045708,8.202047244,Diamine,0.287757409,-0.013788445,0.136984482,-0.136984482,0.301545855,3.316245224,0.031114254,3.054462806,-991.0966781,-55.70169498,-991.0949686,-51.21340584,-991.0954842,-52.56714063,-991.0939677,-48.58546692,-991.089967,-38.0817128,-991.0930192,-46.09530745,-991.0947796,-50.71730939,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
