id,Name,reactant_1,reactant_2,psmiles,SMILES,Energy_Hatree,es,reaction_type,Isotropic_Polarizability_au,HOMO_eV,LUMO_eV,Inner_energy_correction_Hatree,Thermal_correction_to_Enthalpy_Hatree,Thermal_correction_to_Gibbs_Free_Energy_Hatree,Entropy_Hatree,Dipole_Debye,Gibbs_Free_Energy_Hatree,Enthalpy_Hatree,HOMO_LUMO_Gap_eV,Software,Source,Theory_Level
236,OMG_polymer_192331,O=C(O)CCCC(CCCC(=O)O)NC(=O)OCc1ccccc1,N=C(NN)N(N)CC(=O)O,*NNC(=N)N(CC(=O)O)NC(=O)CCCC(CCCC(*)=O)NC(=O)OCc1ccccc1,N=C(NN)N(CC(=O)O)NC(=O)CCCC(CCCC=O)NC(=O)OCc1ccccc1,-1560.116176260063,0.77961564,Polyamidation,295.32214,-9.4537,0.2095,0.54755408,0.00094421,0.45447815,0.09402014,5.193120776,-1559.661698110063,-1559.567677970063,9.6632,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
237,OMG_polymer_187561,CC(=O)c1cc(C(=O)O)c(C(C)=O)cc1C(=O)O,Nc1cc(C(=O)O)cc(Br)c1N,*Nc1cc(C(=O)O)cc(Br)c1NC(=O)c1cc(C(C)=O)c(C(*)=O)cc1C(C)=O,CC(=O)c1cc(C(=O)Nc2c(N)cc(C(=O)O)cc2Br)c(C(C)=O)cc1C=O,-3868.063210450026,0.9976949,Polyamidation,291.57583,-8.8836,-0.9377,0.33983276,0.00094421,0.25832844,0.08244853,4.478176449,-3867.804882010026,-3867.722433480026,7.9459,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
238,OMG_polymer_150471,O=C(O)CCN(CCC(=O)O)S(=O)(=O)c1ccc(F)cc1,Nc1cc(C(=O)O)cc(N)c1Cl,*Nc1cc(C(=O)O)cc(NC(=O)CCN(CCC(*)=O)S(=O)(=O)c2ccc(F)cc2)c1Cl,Nc1cc(C(=O)O)cc(NC(=O)CCN(CCC=O)S(=O)(=O)c2ccc(F)cc2)c1Cl,-2309.425307111957,0.9987056,Polyamidation,298.98954,-8.6777,0.0388,0.40282067,0.00094421,0.31469332,0.08907156,9.307787284,-2309.110613791957,-2309.021542231957,8.7165,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
239,OMG_polymer_171322,Cc1cccc(C(=O)O)c1NC(=O)c1ccccc1C(=O)O,Cc1c(N)cc(N)c(C)c1C(=O)O,*Nc1cc(NC(=O)c2cccc(C)c2NC(=O)c2ccccc2C(*)=O)c(C)c(C(=O)O)c1C,Cc1cccc(C(=O)Nc2cc(N)c(C)c(C(=O)O)c2C)c1NC(=O)c1ccccc1C=O,-1507.030950010224,0.9906871,Polyamidation,341.84,-7.6472,-0.1284,0.47108495,0.00094421,0.38350294,0.08852623,6.69629519,-1506.647447070224,-1506.558920850224,7.5188,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
240,OMG_polymer_206619,CCOC(=O)c1ccc(C(=O)O)c(C(=O)O)c1,Cc1cc(N)cc(N)c1C(=O)O,*Nc1cc(C)c(C(=O)O)c(NC(=O)c2ccc(C(=O)OCC)cc2C(*)=O)c1,CCOC(=O)c1ccc(C(=O)Nc2cc(N)cc(C)c2C(=O)O)c(C=O)c1,-1295.85858757928,0.9979007,Polyamidation,278.40613,-8.5053,-0.4128,0.37351855,0.00094421,0.29508877,0.07937399,2.823534626,-1295.56349880928,-1295.48412481928,8.0925,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
241,OMG_polymer_179843,O=C(O)C(c1ccccc1)C(C(=O)O)c1ccccc1,Cc1cc(N)c(N)cc1C(=O)O,*Nc1cc(C)c(C(=O)O)cc1NC(=O)C(c1ccccc1)C(C(*)=O)c1ccccc1,Cc1cc(N)c(NC(=O)C(c2ccccc2)C(C=O)c2ccccc2)cc1C(=O)O,-1338.307760979113,0.9974541,Polyamidation,309.27221,-8.1525,0.1908,0.44130004,0.00094421,0.36027612,0.08196813,6.14346788,-1337.947484859113,-1337.865516729113,8.3433,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
242,OMG_polymer_144281,O=C(O)c1nccc(Cl)c1C(=O)O,Nc1cc(N)c(CC(=O)O)cc1Br,*Nc1cc(NC(=O)c2nccc(Cl)c2C(*)=O)c(CC(=O)O)cc1Br,Nc1cc(NC(=O)c2nccc(Cl)c2C=O)c(CC(=O)O)cc1Br,-4077.707023091042,0.9982993,Polyamidation,259.21871,-8.2759,-0.4092,0.26804882,0.00094421,0.19567189,0.07332114,3.443721142,-4077.511351201042,-4077.438030061042,7.8667,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
243,OMG_polymer_164114,O=C(O)CN(CC(=O)O)C(=O)COCc1ccccc1,Nc1ccc(C(=O)O)c(S(N)(=O)=O)c1,*Nc1ccc(C(=O)O)c(S(=O)(=O)NC(=O)CN(CC(*)=O)C(=O)COCc2ccccc2)c1,Nc1ccc(C(=O)O)c(S(=O)(=O)NC(=O)CN(CC=O)C(=O)COCc2ccccc2)c1,-1939.123555527884,0.99858415,Polyamidation,302.9903,-8.5961,-0.0143,0.43475567,0.00094421,0.34548001,0.09021987,10.340557157,-1938.778075517884,-1938.687855647884,8.5818,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
244,OMG_polymer_150851,Cc1ccc(S(=O)(=O)N(CCC(=O)O)CCC(=O)O)cc1C,Nc1ccc(C(=O)O)cc1N,*Nc1ccc(C(=O)O)cc1NC(=O)CCN(CCC(*)=O)S(=O)(=O)c1ccc(C)c(C)c1,Cc1ccc(S(=O)(=O)N(CCC=O)CCC(=O)Nc2cc(C(=O)O)ccc2N)cc1C,-1829.18663361141,0.9989936,Polyamidation,300.3764,-8.3256,0.1663,0.47789504,0.00094421,0.39060235,0.0882369,1.976176871,-1828.79603126141,-1828.70779436141,8.4919,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
245,OMG_polymer_130092,O=C(O)Nc1cccc(Cl)c1C(=O)O,COc1ccc(N)c(C(=O)O)c1N,*Nc1ccc(OC)c(NC(=O)Nc2cccc(Cl)c2C(*)=O)c1C(=O)O,COc1ccc(N)c(C(=O)O)c1NC(=O)Nc1cccc(Cl)c1C=O,-1618.819163933245,0.99970406,Polyamidation,258.78819,-7.9421,-0.1336,0.31159789,0.00094421,0.23789155,0.07465056,4.898187314,-1618.581272383245,-1618.506621833245,7.8085,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
246,OMG_polymer_129094,O=C(O)C1=c2cc3ccccc3cc2=C(C(=O)O)C(=O)C1=O,Nc1c(C(=O)O)cc(Cl)c(Br)c1N,*Nc1c(C(=O)O)cc(Cl)c(Br)c1NC(=O)C1=c2cc3ccccc3cc2=C(C(*)=O)C(=O)C1=O,Nc1c(C(=O)O)cc(Cl)c(Br)c1NC(=O)C1=c2cc3ccccc3cc2=C(C=O)C(=O)C1=O,0.0,0.64097303,Polyamidation,0.0,0.0,0.0,0.33401145,0.00094421,0.24770965,0.08724601,1.386374786,0.24770965,0.33495566,0.0,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
247,OMG_polymer_189924,O=C(O)CCC(=O)c1ccc(C(=O)O)cc1,Cc1ccc(N)c(N)c1C(=O)O,*Nc1ccc(C)c(C(=O)O)c1NC(=O)CCC(=O)c1ccc(C(*)=O)cc1,Cc1ccc(N)c(NC(=O)CCC(=O)c2ccc(C=O)cc2)c1C(=O)O,-1220.598853130295,0.99887305,Polyamidation,255.89943,-8.4069,-0.6607,0.3674445,0.00094421,0.29262068,0.07576803,5.69723483,-1220.306232450295,-1220.230464420295,7.7462,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
248,OMG_polymer_191452,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1C(=O)O,COc1c(N)cc(C(=O)O)cc1N,*Nc1cc(C(=O)O)cc(NC(=O)c2ccc(NC(=O)OC(C)(C)C)c(C(*)=O)c2)c1OC,COc1c(N)cc(C(=O)O)cc1NC(=O)c1ccc(NC(=O)OC(C)(C)C)c(C=O)c1,-1505.068348209115,0.99398476,Polyamidation,320.78747,-8.3629,-0.2697,0.45560317,0.00094421,0.36619245,0.09035494,8.916650127,-1504.702155759115,-1504.611800829115,8.0932,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
249,OMG_polymer_176599,O=C(O)c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(C(=O)O)cc6)cc5)cc4)cc3)cc2)cc1,Nc1ccc(N)c(C(=O)O)c1F,*Nc1ccc(NC(=O)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(C(*)=O)cc7)cc6)cc5)cc4)cc3)cc2)c(C(=O)O)c1F,Nc1ccc(NC(=O)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(C=O)cc7)cc6)cc5)cc4)cc3)cc2)c(C(=O)O)c1F,-2243.86188294651,0.719827,Polyamidation,670.34805,-7.9435,-0.3547,2.06217627,0.00094421,0.57599318,0.11170294,5.932381224,-2243.28588976651,-2241.79876246651,7.5888,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
250,OMG_polymer_149543,O=C(O)c1cc(Br)sc1C(=O)O,N=C(NN)N(N)CC(=O)O,*NNC(=N)N(CC(=O)O)NC(=O)c1cc(Br)sc1C(*)=O,N=C(NN)N(CC(=O)O)NC(=O)c1cc(Br)sc1C=O,-3895.875146257371,0.90777314,Polyamidation,204.6695,-9.4826,-0.6997,0.22953951,0.00094421,0.16076384,0.06971988,7.053554283,-3895.714382417371,-3895.644662537371,8.7829,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
251,OMG_polymer_99963,O=C(O)Cc1ccc(C(=O)O)cc1,Nc1cc(N)c(Br)c(C(=O)O)c1,*Nc1cc(NC(=O)Cc2ccc(C(*)=O)cc2)c(Br)c(C(=O)O)c1,Nc1cc(NC(=O)Cc2ccc(C=O)cc2)c(Br)c(C(=O)O)c1,-3602.056986948469,0.9996499,Polyamidation,241.94997,-8.3311,-0.2437,0.28799265,0.00094421,0.21788866,0.0710482,2.43599124,-3601.839098288469,-3601.768050088469,8.087399999999999,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
252,OMG_polymer_75044,O=C(O)C1CNCC(C(=O)O)C1,Nc1ccc(C(F)(F)F)c(C(=O)O)c1N,*Nc1ccc(C(F)(F)F)c(C(=O)O)c1NC(=O)C1CNCC(C(*)=O)C1,Nc1ccc(C(F)(F)F)c(C(=O)O)c1NC(=O)C1CNCC(C=O)C1,-1346.093454599629,0.8890481,Polyamidation,211.74146,-8.5226,-0.0227,0.33453839,0.00094421,0.2628446,0.072638,5.493296765,-1345.830609999629,-1345.757971999629,8.4999,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
253,OMG_polymer_179002,CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C(=O)O)cc(C(=O)O)c2)cc1,Nc1nccc(C(=O)O)c1N,*Nc1nccc(C(=O)O)c1NC(=O)c1cc(NS(=O)(=O)c2ccc(NC(C)=O)cc2)cc(C(*)=O)c1,CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C=O)cc(C(=O)Nc3c(C(=O)O)ccnc3N)c2)cc1,-2048.489683742782,0.9689738,Polyamidation,364.06205,-8.4469,-0.3348,2.58602715,0.00094421,0.34065339,0.09158066,8.959142386,-2048.149030352782,-2045.902712382782,8.1121,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
254,OMG_polymer_198817,COc1ccc(C=NN(CC(=O)O)CC(=O)O)cc1OC,Nc1c(Br)ccc(C(=O)O)c1N,*Nc1c(Br)ccc(C(=O)O)c1NC(=O)CN(CC(*)=O)N=Cc1ccc(OC)c(OC)c1,COc1ccc(C=NN(CC=O)CC(=O)Nc2c(C(=O)O)ccc(Br)c2N)cc1OC,-4019.183405476673,0.9899573,Polyamidation,330.8156,-8.0431,0.1543,0.42938907,0.00094421,0.34074253,0.08959075,3.771173178,-4018.842662946673,-4018.753072196673,8.1974,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
255,OMG_polymer_83752,Cn1ncc(C(=O)O)c1C(=O)O,Nc1cccc(N)c1C(=O)O,*Nc1cccc(NC(=O)c2cnn(C)c2C(*)=O)c1C(=O)O,Cn1ncc(C(=O)Nc2cccc(N)c2C(=O)O)c1C=O,-1022.624425744004,0.99824536,Polyamidation,211.75491,-8.1885,-0.2638,0.80026661,0.00094421,0.20312467,0.06415354,6.160102566,-1022.421301074004,-1021.823214924004,7.9247,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
256,OMG_polymer_186947,O=C(O)CSc1ccc(SCC(=O)O)nn1,Nc1ccc(Oc2cc(Oc3ccc(N)cc3)cc(C(=O)O)c2)cc1,*Nc1ccc(Oc2cc(Oc3ccc(NC(=O)CSc4ccc(SCC(*)=O)nn4)cc3)cc(C(=O)O)c2)cc1,Nc1ccc(Oc2cc(Oc3ccc(NC(=O)CSc4ccc(SCC=O)nn4)cc3)cc(C(=O)O)c2)cc1,-2508.947959759179,0.9640008,Polyamidation,407.6966,-8.1414,-0.2783,0.48803992,0.00094421,0.38971121,0.09927292,6.801877051,-2508.558248549179,-2508.458975629179,7.863100000000001,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
257,OMG_polymer_154542,O=C(O)Cc1cc(F)ccc1C(=O)O,Nc1ccc(N)c(C(=O)O)c1F,*Nc1ccc(NC(=O)Cc2cc(F)ccc2C(*)=O)c(C(=O)O)c1F,Nc1ccc(NC(=O)Cc2cc(F)ccc2C=O)c(C(=O)O)c1F,-1227.172676611409,0.99957615,Polyamidation,223.19867,-8.2067,-0.1416,0.28283231,0.00094421,0.21356776,0.07020876,5.610721999,-1226.959108851409,-1226.888900091409,8.0651,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
258,OMG_polymer_128640,O=C(O)c1c(Cl)cc(Cl)c(Cl)c1C(=O)O,Nc1nc(N)c(C(=O)O)cc1Cl,*Nc1nc(NC(=O)c2c(Cl)cc(Cl)c(Cl)c2C(*)=O)c(C(=O)O)cc1Cl,Nc1nc(NC(=O)c2c(Cl)cc(Cl)c(Cl)c2C=O)c(C(=O)O)cc1Cl,-2843.783998526694,0.9974039,Polyamidation,270.49645,-8.829,-0.5199,0.22151033,0.00094421,0.14609091,0.07636364,5.316149343,-2843.637907616694,-2843.561543986694,8.3091,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
259,OMG_polymer_177141,O=C(O)c1ccc(-c2ccc(C(=O)O)o2)o1,Nc1cccc(C(=O)O)c1N,*Nc1cccc(C(=O)O)c1NC(=O)c1ccc(-c2ccc(C(*)=O)o2)o1,Nc1cccc(C(=O)O)c1NC(=O)c1ccc(-c2ccc(C=O)o2)o1,-1216.004389454834,0.99880517,Polyamidation,268.06446,-8.1367,-0.5689,0.29079867,0.00094421,0.22219603,0.06954685,3.793890651,-1215.782193424834,-1215.712646574834,7.567799999999999,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
260,OMG_polymer_164298,CC(=O)CC(=O)N(CC(=O)O)CC(=O)O,Nc1ccc(-c2ccc(N)c(S(=O)(=O)O)c2)cc1S(=O)(=O)O,*Nc1ccc(-c2ccc(NC(=O)CN(CC(*)=O)C(=O)CC(C)=O)c(S(=O)(=O)O)c2)cc1S(=O)(=O)O,CC(=O)CC(=O)N(CC=O)CC(=O)Nc1ccc(-c2ccc(N)c(S(=O)(=O)O)c2)cc1S(=O)(=O)O,-2487.828602897482,0.93899685,Polyamidation,345.66376,-8.6728,-0.1382,0.4482951,0.00094421,0.35190583,0.09733348,8.412840422,-2487.476697067482,-2487.379363587482,8.534600000000001,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
261,OMG_polymer_190831,O=C(O)C1CCC(C(=O)O)N1C(=O)OCc1ccccc1,Nc1cccc2c(S(=O)(=O)O)ccc(N)c12,*Nc1cccc2c(S(=O)(=O)O)ccc(NC(=O)C3CCC(C(*)=O)N3C(=O)OCc3ccccc3)c12,Nc1cccc2c(S(=O)(=O)O)ccc(NC(=O)C3CCC(C=O)N3C(=O)OCc3ccccc3)c12,0.0,0.8444611,Polyamidation,0.0,0.0,0.0,0.48129705,0.00094421,0.39385128,0.08838997,7.227842916,0.39385128,0.48224126,0.0,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
262,OMG_polymer_82384,O=C(O)CN(CC(=O)O)c1ccccc1,Nc1ccc(N)c(C(=O)O)c1Cl,*Nc1ccc(NC(=O)CN(CC(*)=O)c2ccccc2)c(C(=O)O)c1Cl,Nc1ccc(NC(=O)CN(CC=O)c2ccccc2)c(C(=O)O)c1Cl,-1582.878620712061,0.99950826,Polyamidation,251.09683,-8.0611,0.3093,0.33623949,0.00094421,0.26416847,0.07301522,1.33220486,-1582.614452242061,-1582.541437012061,8.3704,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
263,OMG_polymer_148050,O=C(O)C(Cc1ccc(Br)cc1F)C(=O)O,Nc1ccc(C(F)(F)F)c(C(=O)O)c1N,*Nc1ccc(C(F)(F)F)c(C(=O)O)c1NC(=O)C(Cc1ccc(Br)cc1F)C(*)=O,Nc1ccc(C(F)(F)F)c(C(=O)O)c1NC(=O)C(C=O)Cc1ccc(Br)cc1F,-4077.761695989347,0.9943909,Polyamidation,259.7026,-8.79,0.0433,0.31908058,0.00094421,0.23854248,0.08148231,2.134431208,-4077.523153509347,-4077.441671199347,8.8333,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
264,OMG_polymer_78011,Cc1ccccc1C(CC(=O)O)CC(=O)O,Nc1ccc(N)c(S(=O)(=O)O)c1,*Nc1ccc(NC(=O)CC(CC(*)=O)c2ccccc2C)c(S(=O)(=O)O)c1,Cc1ccccc1C(CC=O)CC(=O)Nc1ccc(N)cc1S(=O)(=O)O,-1581.849464382051,0.9994746,Polyamidation,257.48197,-8.1853,0.2444,0.38782627,0.00094421,0.31245141,0.07631907,3.814979208,-1581.537012972051,-1581.460693902051,8.4297,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
265,OMG_polymer_199161,O=C(O)CN(CC(=O)O)N=Cc1ccccc1Cl,Nc1nccc(C(=O)O)c1N,*Nc1nccc(C(=O)O)c1NC(=O)CN(CC(*)=O)N=Cc1ccccc1Cl,Nc1nccc(C(=O)O)c1NC(=O)CN(CC=O)N=Cc1ccccc1Cl,-1692.35692965271,0.98555213,Polyamidation,262.46562,-8.4769,-0.2317,0.34734916,0.00094421,0.27104705,0.07724633,3.611931898,-1692.08588260271,-1692.00863628271,8.2452,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
266,OMG_polymer_14951,O=C(O)Cc1cc(Br)cnc1C(=O)O,Nc1cc(N)c(S(=O)(=O)O)cc1S(=O)(=O)O,*Nc1cc(NC(=O)Cc2cc(Br)cnc2C(*)=O)c(S(=O)(=O)O)cc1S(=O)(=O)O,Nc1cc(NC(=O)Cc2cc(Br)cnc2C=O)c(S(=O)(=O)O)cc1S(=O)(=O)O,-4677.320168379284,0.9931694,Polyamidation,278.74706,-9.1011,-1.079,0.29747593,0.00094421,0.21913703,0.0792831,7.712331021,-4677.101031349284,-4677.021748239285,8.0221,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
267,OMG_polymer_95623,O=C(O)CS(=O)(=O)c1ccccc1C(=O)O,COc1ccc(N)c(C(=O)O)c1N,*Nc1ccc(OC)c(NC(=O)CS(=O)(=O)c2ccccc2C(*)=O)c1C(=O)O,COc1ccc(N)c(C(=O)O)c1NC(=O)CS(=O)(=O)c1ccccc1C=O,-1691.818031089156,0.99961853,Polyamidation,250.85139,-7.904,-0.3754,0.34540748,0.00094421,0.27019357,0.07615813,4.935577694,-1691.547837519156,-1691.471679399156,7.5286,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
268,OMG_polymer_103714,O=C(O)CSc1cccc(SCC(=O)O)c1,Nc1cc(Br)cc(N)c1C(=O)O,*Nc1cc(Br)cc(NC(=O)CSc2cccc(SCC(*)=O)c2)c1C(=O)O,Nc1cc(Br)cc(NC(=O)CSc2cccc(SCC=O)c2)c1C(=O)O,-4437.74124439365,0.9996911,Polyamidation,285.20396,-8.6276,-0.1695,0.32351015,0.00094421,0.2459224,0.07853196,5.316726289,-4437.49532199365,-4437.41679003365,8.4581,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
269,OMG_polymer_76422,O=C(NCCCC(C(=O)O)C(=O)O)OCc1ccccc1,NCCCCC(N)C(=O)O,*NCCCCC(NC(=O)C(CCCNC(=O)OCc1ccccc1)C(*)=O)C(=O)O,NCCCCC(NC(=O)C(C=O)CCCNC(=O)OCc1ccccc1)C(=O)O,-1395.293880763391,0.8733904,Polyamidation,267.88523,-9.1643,0.2118,1.55050878,0.00094421,0.42969635,0.08743115,4.147386056,-1394.864184413391,-1393.742427773391,9.376100000000001,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
270,OMG_polymer_51352,NC(=O)CN(CC(=O)O)CC(=O)O,Nc1cc(C(=O)O)cc(Br)c1N,*Nc1cc(C(=O)O)cc(Br)c1NC(=O)CN(CC(*)=O)CC(N)=O,NC(=O)CN(CC=O)CC(=O)Nc1c(N)cc(C(=O)O)cc1Br,-3673.690056423967,0.997783,Polyamidation,229.24549,-8.4393,0.1538,0.31083621,0.00094421,0.23753237,0.07424806,3.932039386,-3673.452524053967,-3673.378276003967,8.5931,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
271,OMG_polymer_34524,Cc1cc(C(=O)O)sc1C(=O)O,Nc1cc(C(=O)O)cc(Br)c1N,*Nc1cc(C(=O)O)cc(Br)c1NC(=O)c1cc(C)c(C(*)=O)s1,Cc1cc(C(=O)Nc2c(N)cc(C(=O)O)cc2Br)sc1C=O,-3922.832126758085,0.9993563,Polyamidation,251.32003,-8.576,-0.8754,0.25441934,0.00094421,0.18407845,0.0712851,4.529403378,-3922.648048308085,-3922.576763208085,7.700600000000001,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
272,OMG_polymer_100652,O=C(O)c1cc(Cl)cc(C(=O)O)n1,Nc1ccc(N)c(C(=O)O)c1Cl,*Nc1ccc(NC(=O)c2cc(Cl)cc(C(*)=O)n2)c(C(=O)O)c1Cl,Nc1ccc(NC(=O)c2cc(Cl)cc(C=O)n2)c(C(=O)O)c1Cl,-1924.578143915353,0.99866986,Polyamidation,241.34755,-8.026,-0.6132,0.23820493,0.00094421,0.16941996,0.06972918,1.082029885,-1924.408723955353,-1924.338994775353,7.4128,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
273,OMG_polymer_68124,CC(C)(C)c1ccc(CC(Cc2ccc(C(C)(C)C)cc2)(C(=O)O)C(=O)O)cc1,Nc1cc(Br)c(C(=O)O)cc1N,*Nc1cc(Br)c(C(=O)O)cc1NC(=O)C(Cc1ccc(C(C)(C)C)cc1)(Cc1ccc(C(C)(C)C)cc1)C(*)=O,CC(C)(C)c1ccc(CC(C=O)(Cc2ccc(C(C)(C)C)cc2)C(=O)Nc2cc(C(=O)O)c(Br)cc2N)cc1,-4226.16332837588,0.9150814,Polyamidation,417.7068,-8.4074,0.0832,0.66861989,0.00094421,0.5648561,0.104708,5.250167858,-4225.59847227588,-4225.49376427588,8.4906,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
274,OMG_polymer_91768,O=C(O)C12CCCC(C(=O)O)(CCC1)C2,Nc1ccc2cc(S(=O)(=O)O)ccc2c1N,*Nc1ccc2cc(S(=O)(=O)O)ccc2c1NC(=O)C12CCCC(C(*)=O)(CCC1)C2,Nc1ccc2cc(S(=O)(=O)O)ccc2c1NC(=O)C12CCCC(C=O)(CCC1)C2,-1698.585461842229,0.74279505,Polyamidation,302.74601,-8.2196,-0.0437,0.45652934,0.00094421,0.37838188,0.07909168,4.420930403,-1698.207079962229,-1698.127988292229,8.1759,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
275,OMG_polymer_31329,CC(C(=O)O)S(=O)C(C)C(=O)O,Nc1ccc(Nc2ccc(N)cc2S(=O)(=O)O)cc1,*Nc1ccc(Nc2ccc(NC(=O)C(C)S(=O)C(C)C(*)=O)cc2S(=O)(=O)O)cc1,CC(C=O)S(=O)C(C)C(=O)Nc1ccc(Nc2ccc(N)cc2)c(S(=O)(=O)O)c1,-2110.606044676577,0.99447733,Polyamidation,307.06182,-7.9025,0.1808,0.41235499,0.00094421,0.32681132,0.08648789,6.218185986,-2110.279233356577,-2110.192745476577,8.0833,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
276,OMG_polymer_189493,O=C(O)C(CCc1ccccn1)C(=O)O,Nc1cc(N)c(Cl)c(C(=O)O)c1,*Nc1cc(NC(=O)C(CCc2ccccn2)C(*)=O)c(Cl)c(C(=O)O)c1,Nc1cc(NC(=O)C(C=O)CCc2ccccn2)c(Cl)c(C(=O)O)c1,-1582.890164463529,0.99832886,Polyamidation,255.84823,-8.3741,0.2522,0.33624308,0.00094421,0.26067223,0.07651506,3.768654737,-1582.629492233529,-1582.552977173529,8.6263,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
