crystal,label,band_gap,chemsys,density,density_atomic,deprecated,efermi,energy_above_hull,energy_per_atom,formation_energy_per_atom,formula_anonymous,formula_pretty,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,ordering,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,volume
K,mp-1211856,0.0,C-K-O,2.2636151116390058,15.865304644610504,False,-0.94562006,0.3152871745833341,-5.8734927226666676,-1.3788843777166675,A2B4C9,K4C2O9,False,True,True,False,3,30,14,5,FM,True,12.0002379,6.00011895,0.0252127481293518,-5.461292722666667,475.95913933831514
K,mp-1211857,4.3065,K-Mg-Mo-O,2.9510668568132616,18.583183178090163,False,3.22226183,0.0,-7.1864001042500005,-2.2894455691000006,AB3C4D12,K4Mg(MoO4)3,False,False,False,True,4,40,0,0,NM,True,0.0068193,0.00340965,9.174020315367783e-06,-6.2939001042500005,743.3273271236066
K,mp-1211858,0.0239999999999999,Al-K-Ni-O-P,2.7555786594889993,13.448751824227932,False,0.95693622,0.183833664226193,-7.131606394285714,-2.3756427388333323,ABC2D3E14,KAl2NiP3O14,False,True,False,False,5,42,6,8,FM,True,7.9986042,3.9993021,0.0141606417927776,-6.552606394285714,564.8475766175732
K,mp-1211860,6.675800000000001,F-K-Nd,3.9470087058791554,16.693209278262014,False,4.15903253,0.0,-5.79063979125,-3.72234727075,AB2C5,K2NdF5,True,False,False,True,3,32,0,0,NM,True,0.0,0.0,0.0,-5.50188979125,534.1826969043844
K,mp-1211861,0.0,B-C-K-N,1.347704488396763,20.93462898294023,False,0.86520419,1.0188081947916665,-6.8786817608333335,0.274670164638889,ABC2D2,KB(CN)2,False,False,True,False,4,24,0,0,NM,True,2.7884953,0.697123825,0.0055500054126274,-6.7583484275,502.43109559056546
K,mp-1211862,0.02,Eu-F-K,5.101551823488093,14.487643221591265,False,-1.5120621,0.0,-6.779739865833332,-3.6108537629999993,ABC4,KEuF4,False,True,False,True,3,24,4,1,FM,True,23.9999995,5.999999875,0.0690243377664314,-6.4717398658333325,347.7034373181903
K,mp-1211863,3.9512,Br-K-Nd,3.963618930804079,32.570820099572686,False,-0.66748893,0.0,-4.099523145,-2.2552622729375003,AB2C5,K2NdBr5,False,False,False,True,3,32,0,0,NM,True,0.0,0.0,0.0,-3.765773145,1042.266243186326
K,mp-1211865,3.2752999999999997,F-H-K-Mo-O,2.567600844386807,18.50521019790408,False,1.30300231,0.2479336404374974,-5.45887779,-2.362552030225,ABCD2E5,K2MoHOF5,False,True,False,False,5,20,4,3,FiM,True,1.9934225,0.99671125,0.0053861114753124,-4.8389777899999995,370.1042039580816
K,mp-1211867,0.0388999999999999,Cl-K-Nb-V,3.2193513131613027,24.4599088115804,False,3.3427597,0.052237557860578,-5.5247533862500005,-1.7227456739375009,ABC3D11,KNb3VCl11,False,True,False,False,4,64,16,3,FiM,True,0.1610419,0.040260475,0.0001028736332127,-5.10262838625,1565.4341639411457
K,mp-1211872,0.0,Co-K-O-P,2.822895497166225,15.69728436140653,False,0.32400898,0.0,-7.321730815961539,-2.265796259012821,AB2C2D8,KCo2(PO4)2,False,True,True,True,4,52,8,2,FM,True,28.0001425,7.000035625,0.0343030212391403,-6.646961585192307,816.2587867931395
