crystal,label,band_gap,chemsys,density,density_atomic,deprecated,efermi,energy_above_hull,energy_per_atom,formation_energy_per_atom,formula_anonymous,formula_pretty,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,ordering,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,volume
Mg,mp-1233412,0.1112999999999999,Mg-Mn-Nb-O-Ta,6.122944455465789,12.63246828490881,False,4.84268976,0.075510293981674,-9.505049440270271,-2.888692657343897,AB4C4D4E24,MgTa4Mn4Nb4O24,False,True,False,False,5,37,8,8,FM,True,22.0000001,22.0000001,0.0470687583682771,-8.879103494324324,467.401326541626
Mg,mp-1233413,0.9280999999999996,Mg-O-Ti-V,3.97552505103468,11.3378562301233,False,3.13513359,0.0973633394000135,-8.8179493708,-2.823817137599999,AB3C5D16,MgTi3V5O16,False,True,False,False,4,25,5,5,FM,True,6.9996772,6.9996772,0.0246948878445034,-8.0382693708,283.44640575308244
Mg,mp-1233415,1.0974,Ba-F-Mg-Mn-O,4.560657799625759,18.198143796183512,False,1.44321415,0.1339082645736553,-7.109231780930234,-2.497473450525262,AB2C6D10E24,Ba10MgMn6(O12F)2,False,True,False,False,5,43,6,6,FM,True,14.0,14.0,0.0178909123367361,-6.471557362325582,782.520183235891
Mg,mp-1233416,0.6930999999999994,Mg-O-Si-Sr-V,3.622432539664512,12.710988378080849,False,5.0920246,0.2524189252717459,-7.887489992608696,-2.926533767644928,AB2C2D4E14,Sr2MgV2(Si2O7)2,False,True,False,False,5,23,2,2,FiM,True,1.9826552,1.9826552,0.0067817228240606,-7.321489992608696,292.3527326958595
Mg,mp-1233417,0.0,Ge-Mg-O-V,5.127529894318838,10.034376185301683,False,4.35053948,0.2719782701999964,-7.5163769664,-2.0933755612,AB4C4D16,MgV4(GeO4)4,False,True,True,False,4,25,4,4,FM,True,4.3864235,4.3864235,0.0174855852282086,-6.804696966400001,250.85940463254207
Mg,mp-1233419,2.0589,Mg-Nd-O-Rb-W,6.949324533937285,14.098749607695895,False,2.78840979,0.0982519570000004,-8.329262466400001,-2.5661751320000006,AB2C2D4E16,Rb2Nd2Mg(WO4)4,True,True,False,False,5,25,2,2,FM,True,2.003567,2.003567,0.0056843821069248,-7.179502466400001,352.46874019239743
Mg,mp-1233422,0.1513999999999997,F-Mg-Mn-O,4.513249419547179,10.725713516219535,False,2.78416796,0.1619230817000128,-7.8378962068,-2.040384505387931,AB3C8D13,MgMn8O13F3,False,True,False,False,4,25,9,21,FiM,True,29.006297,29.006297,0.1081747967858226,-6.8914562068,268.1428379054884
Mg,mp-1233424,0.5278999999999998,Mg-O-Sm-V,6.337118913945493,12.746117939731889,False,5.0707984,0.2547266385119098,-8.45438583,-2.9224566202380955,AB4C4D12,Sm4MgV4O12,False,True,False,False,4,21,5,8,FM,True,9.9885646,9.9885646,0.037316925481339,-7.738004877619047,267.6684767343696
Mg,mp-1233428,0.6977000000000002,Cr-Fe-Mg-O-P-V,3.3341310528172605,12.33801934599692,False,2.59336579,0.1334436585585763,-8.006755654324325,-2.422953254324324,ABC2D3E6F24,MgVCr2Fe3(PO4)6,False,True,False,False,6,37,5,5,FM,True,19.014438,19.014438,0.0416520444099049,-7.224215113783783,456.50671580188606
Mg,mp-1233429,0.0,Mg-Ni-O,5.407778374807151,10.153673186671227,False,3.89704719,0.2258756577355063,-6.124581492173913,-0.9972569958152177,AB9C13,MgNi9O13,False,True,True,False,3,23,12,22,FiM,True,12.1386909,12.1386909,0.0519781521290267,-4.741972796521739,233.53448329343823
